"year";"BOUCLE DU MOUHOUN";"CASCADES";"CENTRE";"CENTRE EST";"CENTRE NORD";"CENTRE OUEST";"CENTRE SUD";"EST";"HAUTS BASSINS";"NORD";"PLATEAU CENTRAL";"SAHEL";"SUD OUEST"
"1985-12-31";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-04";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-05";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-06";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-07";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-08";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-09";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-11";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-12";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-14";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-17";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-19";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-20";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-21";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-22";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-23";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-24";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-25";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-26";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-27";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-28";"0,00";"0,10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-29";"0,21";"1,07";"0,11";"0,38";"0,08";"0,31";"0,44";"0,08";"0,63";"0,04";"0,12";"0,01";"0,97"
"1986-01-30";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-01-31";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00"
"1986-02-01";"0,00";"0,21";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-02-02";"0,00";"0,13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,00";"0,00";"0,00";"1,11"
"1986-02-03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-02-04";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-02-05";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-02-06";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-02-07";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-02-08";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-02-09";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-02-10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-02-11";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-02-12";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-02-13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-02-14";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00"
"1986-02-15";"0,00";"0,34";"0,04";"0,81";"0,00";"0,00";"0,64";"0,12";"0,00";"0,00";"0,12";"0,00";"0,00"
"1986-02-16";"0,05";"0,52";"0,17";"0,00";"0,01";"0,14";"0,02";"0,02";"0,36";"0,01";"0,07";"0,00";"0,08"
"1986-02-17";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-02-18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-02-19";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-02-20";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-02-21";"0,00";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-02-22";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-02-23";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,04"
"1986-02-24";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-02-25";"0,00";"0,30";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,15";"0,00";"0,00";"0,00";"0,00"
"1986-02-26";"0,19";"0,14";"0,00";"0,06";"0,00";"0,18";"0,00";"0,00";"0,14";"0,00";"0,00";"0,00";"1,06"
"1986-02-27";"0,03";"0,04";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,26"
"1986-02-28";"0,15";"4,36";"0,40";"0,32";"0,06";"0,43";"0,43";"0,04";"2,27";"0,03";"0,27";"0,00";"2,83"
"1986-03-01";"0,01";"1,21";"0,00";"0,00";"0,05";"0,14";"0,00";"0,00";"0,06";"0,12";"0,02";"0,00";"0,00"
"1986-03-02";"0,00";"0,07";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,00";"0,00";"0,00";"0,03"
"1986-03-03";"0,10";"1,19";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,06";"0,00";"0,00";"0,00";"0,01"
"1986-03-04";"0,05";"0,60";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,43";"0,00";"0,00";"0,00";"0,00"
"1986-03-05";"0,37";"0,78";"0,09";"0,00";"0,10";"0,65";"0,03";"0,00";"1,03";"0,02";"0,08";"0,00";"0,79"
"1986-03-06";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00"
"1986-03-07";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00"
"1986-03-08";"0,00";"0,05";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,00";"0,00";"0,00";"0,03"
"1986-03-09";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-03-10";"0,40";"3,65";"0,93";"0,31";"0,28";"1,17";"0,97";"0,33";"1,57";"0,22";"1,17";"0,08";"2,62"
"1986-03-11";"0,00";"2,83";"0,00";"0,26";"0,00";"0,54";"0,54";"0,07";"1,57";"0,00";"0,00";"0,00";"3,42"
"1986-03-12";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-03-13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-03-14";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-03-15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-03-16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-03-17";"0,00";"0,00";"0,00";"0,10";"0,00";"0,00";"0,00";"0,21";"0,00";"0,00";"0,00";"0,00";"0,51"
"1986-03-18";"0,00";"1,00";"0,00";"0,92";"0,00";"0,15";"0,00";"0,59";"0,15";"0,00";"0,00";"0,00";"1,59"
"1986-03-19";"0,00";"0,31";"0,00";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,08"
"1986-03-20";"0,00";"0,17";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-03-21";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-03-22";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-03-23";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-03-24";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-03-25";"0,00";"0,00";"0,00";"0,91";"0,00";"0,00";"0,00";"0,16";"0,00";"0,00";"0,00";"0,00";"0,06"
"1986-03-26";"0,00";"0,18";"0,00";"0,46";"0,00";"0,00";"0,00";"0,31";"0,14";"0,00";"0,07";"0,00";"1,31"
"1986-03-27";"0,33";"0,42";"2,10";"2,81";"0,67";"3,81";"4,53";"0,40";"0,10";"0,16";"1,45";"0,26";"3,31"
"1986-03-28";"0,00";"0,12";"0,00";"0,07";"0,00";"0,00";"0,00";"0,47";"0,00";"0,00";"0,00";"0,02";"0,00"
"1986-03-29";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-03-30";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-03-31";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-04-01";"0,00";"0,30";"0,00";"0,83";"0,00";"0,02";"0,33";"0,94";"0,00";"0,00";"0,00";"0,03";"0,39"
"1986-04-02";"0,02";"1,22";"0,00";"0,06";"0,00";"0,04";"0,56";"0,00";"0,03";"0,00";"0,00";"0,00";"0,66"
"1986-04-03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,24"
"1986-04-04";"0,78";"1,45";"0,17";"0,03";"0,79";"0,82";"0,29";"0,41";"1,24";"0,78";"0,51";"0,57";"1,19"
"1986-04-05";"0,00";"0,01";"0,00";"0,34";"0,00";"0,00";"0,00";"0,14";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-04-06";"0,09";"0,21";"0,37";"0,16";"0,00";"0,50";"0,66";"0,15";"0,29";"0,00";"0,15";"0,00";"0,75"
"1986-04-07";"0,09";"0,00";"0,37";"0,04";"0,00";"0,17";"0,18";"0,15";"0,29";"0,00";"0,15";"0,00";"0,08"
"1986-04-08";"0,09";"0,06";"0,37";"0,04";"0,00";"0,11";"0,18";"0,15";"0,29";"0,00";"0,15";"0,00";"0,08"
"1986-04-09";"0,16";"11,35";"0,37";"1,90";"0,00";"1,20";"2,02";"1,83";"2,64";"0,00";"0,15";"0,00";"2,77"
"1986-04-10";"0,10";"4,51";"0,97";"3,17";"0,07";"2,52";"3,26";"0,28";"3,45";"0,01";"0,94";"0,00";"4,67"
"1986-04-11";"0,00";"0,16";"0,69";"2,71";"0,45";"0,33";"2,58";"0,99";"0,00";"0,00";"1,42";"0,00";"0,88"
"1986-04-12";"0,00";"2,31";"0,17";"0,00";"0,00";"0,00";"0,09";"0,21";"0,00";"0,00";"0,03";"0,00";"0,83"
"1986-04-13";"0,00";"0,00";"0,17";"0,00";"0,00";"0,00";"0,09";"0,21";"0,00";"0,00";"0,03";"0,00";"0,00"
"1986-04-14";"0,31";"2,40";"0,17";"0,07";"0,00";"0,27";"0,10";"0,21";"2,68";"0,00";"0,03";"0,00";"2,80"
"1986-04-15";"0,00";"0,00";"0,17";"0,00";"0,00";"0,00";"0,09";"0,21";"0,00";"0,00";"0,03";"0,00";"1,01"
"1986-04-16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02"
"1986-04-17";"0,04";"1,25";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"4,08";"0,00";"0,00";"0,00";"2,94"
"1986-04-18";"0,00";"0,15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,13";"0,00";"0,00";"0,00";"0,02"
"1986-04-19";"0,00";"0,57";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,67"
"1986-04-20";"0,00";"0,05";"0,00";"0,15";"0,00";"0,00";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02"
"1986-04-21";"0,50";"2,02";"0,60";"0,88";"0,24";"0,57";"0,93";"1,55";"1,37";"0,14";"1,13";"0,00";"0,16"
"1986-04-22";"2,03";"3,74";"5,88";"8,53";"1,10";"4,92";"7,98";"3,50";"3,72";"0,15";"3,57";"0,20";"4,86"
"1986-04-23";"0,51";"0,73";"0,06";"0,06";"0,86";"0,45";"0,03";"1,14";"0,12";"0,92";"0,20";"0,03";"0,20"
"1986-04-24";"0,60";"2,24";"0,20";"0,83";"0,06";"3,01";"1,74";"1,40";"0,89";"0,03";"0,11";"0,04";"2,87"
"1986-04-25";"0,00";"2,71";"0,40";"0,35";"0,48";"0,15";"0,11";"0,41";"0,67";"0,17";"0,59";"0,02";"1,04"
"1986-04-26";"2,25";"0,17";"1,65";"0,72";"0,23";"2,18";"0,93";"1,50";"1,35";"1,91";"1,09";"0,05";"1,21"
"1986-04-27";"2,85";"2,30";"4,05";"4,86";"1,56";"4,81";"5,30";"3,94";"5,38";"0,07";"3,41";"0,78";"3,95"
"1986-04-28";"1,17";"0,52";"0,00";"0,55";"0,00";"0,46";"0,08";"0,64";"1,77";"0,11";"0,00";"0,00";"1,65"
"1986-04-29";"0,09";"2,52";"0,03";"1,57";"0,02";"0,44";"0,33";"1,25";"0,51";"0,24";"0,18";"0,00";"2,22"
"1986-04-30";"0,03";"0,11";"0,66";"0,13";"0,01";"0,43";"0,40";"0,00";"0,14";"0,00";"0,67";"0,00";"0,01"
"1986-05-01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,05"
"1986-05-02";"0,00";"0,36";"1,06";"0,49";"0,00";"1,04";"2,53";"0,06";"0,34";"0,00";"0,69";"0,00";"0,38"
"1986-05-03";"7,12";"13,50";"6,73";"2,08";"4,61";"6,61";"5,06";"3,07";"10,83";"6,02";"5,16";"3,45";"6,29"
"1986-05-04";"10,29";"25,95";"11,56";"10,83";"9,01";"16,30";"16,28";"4,31";"18,56";"5,48";"9,74";"4,23";"17,44"
"1986-05-05";"0,43";"0,35";"0,14";"0,00";"0,73";"0,16";"0,00";"0,03";"0,16";"0,71";"0,14";"0,30";"0,45"
"1986-05-06";"0,00";"2,05";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,18";"0,00";"0,00";"0,00";"4,78"
"1986-05-07";"1,81";"8,87";"0,55";"0,16";"0,52";"0,39";"0,12";"0,06";"3,68";"1,08";"0,30";"0,25";"4,09"
"1986-05-08";"0,00";"0,04";"0,00";"0,00";"0,00";"0,00";"0,00";"0,03";"0,00";"0,00";"0,00";"0,01";"0,14"
"1986-05-09";"0,00";"0,00";"0,00";"0,00";"0,00";"0,03";"0,11";"0,33";"0,00";"0,00";"0,00";"0,00";"0,43"
"1986-05-10";"0,01";"0,06";"0,02";"1,10";"0,01";"0,29";"1,30";"1,93";"0,00";"0,00";"0,03";"0,00";"0,49"
"1986-05-11";"2,52";"3,12";"1,59";"0,01";"0,04";"0,40";"0,10";"0,00";"1,86";"0,05";"0,45";"0,00";"0,08"
"1986-05-12";"6,97";"3,14";"2,68";"0,17";"0,04";"8,49";"1,28";"0,00";"5,77";"3,23";"2,10";"0,00";"14,21"
"1986-05-13";"1,54";"31,43";"1,59";"0,00";"0,04";"0,40";"0,10";"0,00";"16,43";"0,05";"0,45";"0,00";"2,21"
"1986-05-14";"0,51";"0,30";"3,87";"1,37";"0,04";"3,47";"6,68";"0,19";"0,20";"0,05";"1,44";"0,00";"8,83"
"1986-05-15";"2,96";"8,55";"1,59";"3,27";"1,36";"8,57";"4,64";"5,05";"0,68";"0,05";"1,56";"0,93";"8,56"
"1986-05-16";"3,90";"6,93";"0,87";"0,33";"0,28";"2,68";"1,46";"0,55";"6,46";"0,54";"1,03";"0,00";"3,56"
"1986-05-17";"0,01";"7,90";"0,19";"0,19";"0,07";"0,33";"0,50";"0,32";"1,60";"0,24";"0,19";"0,11";"3,69"
"1986-05-18";"2,17";"2,88";"1,68";"6,75";"0,77";"1,67";"4,10";"4,89";"1,58";"1,87";"2,08";"1,07";"0,83"
"1986-05-19";"5,21";"12,76";"2,19";"1,11";"1,43";"3,86";"2,83";"0,46";"10,85";"1,37";"1,61";"0,43";"7,70"
"1986-05-20";"0,00";"0,16";"0,00";"0,02";"0,11";"0,00";"0,13";"0,05";"0,00";"0,02";"0,01";"0,02";"1,47"
"1986-05-21";"2,02";"1,76";"4,58";"3,59";"0,61";"5,69";"2,75";"2,67";"1,79";"1,16";"2,93";"0,00";"4,54"
"1986-05-22";"6,55";"5,39";"2,61";"4,35";"1,04";"4,61";"5,36";"2,50";"2,76";"4,27";"1,78";"0,42";"1,72"
"1986-05-23";"0,30";"6,39";"0,00";"3,63";"0,00";"0,21";"0,80";"1,58";"5,36";"0,00";"0,00";"0,00";"8,87"
"1986-05-24";"0,11";"0,26";"0,37";"0,33";"0,00";"0,32";"0,00";"0,77";"0,79";"0,21";"0,28";"0,00";"0,00"
"1986-05-25";"1,71";"0,02";"0,29";"1,02";"0,00";"2,31";"1,02";"0,01";"4,17";"0,00";"0,00";"0,00";"0,70"
"1986-05-26";"0,29";"0,22";"0,00";"0,53";"0,00";"0,01";"0,47";"0,01";"0,94";"0,00";"0,00";"0,00";"1,20"
"1986-05-27";"0,70";"0,23";"4,27";"5,00";"2,13";"1,98";"5,15";"3,62";"0,12";"2,79";"4,13";"0,07";"0,01"
"1986-05-28";"15,18";"15,99";"9,92";"5,46";"5,26";"17,58";"12,59";"2,00";"19,87";"7,49";"8,87";"1,90";"20,40"
"1986-05-29";"0,00";"0,00";"0,00";"0,16";"0,95";"0,00";"0,38";"0,20";"0,00";"0,59";"0,27";"1,77";"0,79"
"1986-05-30";"3,45";"10,71";"7,18";"0,66";"6,25";"13,13";"6,19";"1,01";"7,75";"5,60";"5,86";"2,57";"9,55"
"1986-05-31";"0,56";"0,42";"0,23";"2,94";"0,33";"1,20";"2,48";"1,45";"0,37";"1,28";"0,61";"0,59";"1,00"
"1986-06-01";"21,76";"35,68";"0,00";"0,06";"1,95";"13,98";"4,29";"0,00";"34,43";"5,35";"0,68";"0,00";"22,29"
"1986-06-02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-06-03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,10";"0,00";"0,00";"0,00";"0,00";"5,21"
"1986-06-04";"0,00";"0,00";"0,00";"10,20";"0,40";"0,00";"3,35";"4,27";"0,00";"0,00";"2,43";"0,00";"0,00"
"1986-06-05";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-06-06";"0,00";"1,97";"5,77";"6,56";"0,49";"1,35";"3,92";"1,62";"0,37";"0,00";"4,72";"0,00";"4,45"
"1986-06-07";"1,59";"11,11";"6,57";"0,43";"0,16";"7,10";"4,55";"3,62";"5,72";"0,51";"3,89";"0,03";"13,82"
"1986-06-08";"0,00";"0,00";"0,00";"0,02";"1,30";"0,00";"0,02";"1,48";"0,00";"0,99";"0,01";"1,98";"0,02"
"1986-06-09";"7,45";"1,11";"16,12";"7,39";"12,69";"9,39";"9,92";"7,75";"0,82";"9,72";"16,93";"8,09";"0,36"
"1986-06-10";"0,00";"0,61";"0,09";"1,04";"0,06";"0,09";"0,04";"4,29";"0,00";"0,02";"0,07";"0,40";"0,22"
"1986-06-11";"9,29";"0,50";"3,62";"2,38";"1,79";"14,97";"7,82";"1,78";"3,47";"6,31";"2,84";"0,57";"10,06"
"1986-06-12";"8,01";"1,86";"20,50";"11,57";"5,88";"11,31";"14,45";"10,25";"14,60";"1,64";"15,29";"3,52";"3,28"
"1986-06-13";"1,07";"12,47";"4,43";"8,48";"0,33";"5,37";"8,79";"0,74";"13,77";"0,03";"4,62";"0,18";"8,55"
"1986-06-14";"9,03";"5,96";"0,00";"0,00";"2,55";"0,22";"0,00";"0,25";"0,24";"4,36";"0,00";"0,60";"1,00"
"1986-06-15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,24";"0,00";"0,00";"0,00";"0,18";"0,00"
"1986-06-16";"1,41";"0,00";"0,44";"0,23";"0,70";"0,73";"0,71";"0,35";"0,10";"1,69";"0,11";"0,36";"0,00"
"1986-06-17";"1,41";"6,39";"0,44";"0,23";"0,70";"0,73";"1,09";"0,35";"2,78";"1,69";"0,11";"0,36";"3,08"
"1986-06-18";"1,41";"0,00";"0,44";"0,23";"0,70";"0,73";"0,71";"2,28";"0,10";"1,69";"0,11";"0,36";"0,00"
"1986-06-19";"2,38";"1,07";"11,29";"4,90";"9,85";"5,45";"1,75";"6,46";"2,38";"5,88";"12,37";"0,85";"2,73"
"1986-06-20";"1,41";"0,08";"0,44";"1,09";"0,70";"0,73";"0,94";"0,51";"0,89";"1,69";"0,11";"0,36";"0,00"
"1986-06-21";"0,63";"2,38";"0,04";"9,46";"0,17";"3,22";"6,73";"7,23";"0,06";"0,02";"0,31";"1,01";"1,16"
"1986-06-22";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,01";"0,00"
"1986-06-23";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,23";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-06-24";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-06-25";"15,79";"23,05";"12,93";"10,74";"7,77";"13,99";"11,93";"12,69";"19,62";"11,45";"9,62";"7,02";"24,45"
"1986-06-26";"0,12";"0,63";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"1,37";"0,01";"0,00";"0,06";"0,00"
"1986-06-27";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1986-06-28";"0,20";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,04";"0,00";"0,00";"0,00"
"1986-06-29";"1,56";"0,20";"0,00";"0,00";"2,19";"0,00";"0,00";"0,09";"0,53";"2,91";"0,00";"4,86";"0,00"
"1986-06-30";"16,99";"1,28";"44,59";"28,83";"33,04";"31,20";"24,53";"26,61";"9,13";"29,02";"44,68";"18,44";"6,10"
"1986-07-01";"0,01";"0,00";"0,82";"14,97";"0,07";"0,02";"2,89";"8,75";"0,00";"0,29";"1,89";"2,22";"0,00"
"1986-07-02";"8,20";"0,00";"5,20";"0,11";"1,37";"9,90";"12,85";"0,83";"0,84";"12,10";"0,20";"1,15";"0,00"
"1986-07-03";"6,82";"18,84";"22,40";"19,51";"16,40";"7,49";"18,09";"18,67";"7,82";"0,85";"24,12";"6,66";"31,51"
"1986-07-04";"0,27";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,72";"0,00";"0,00";"0,00";"0,00"
"1986-07-05";"14,07";"0,13";"0,10";"4,01";"2,20";"6,09";"1,31";"4,90";"8,26";"13,10";"0,00";"3,82";"0,03"
