"Date";"BOUCLE DU MOUHOUN";"CASCADES";"CENTRE";"CENTRE EST";"CENTRE NORD";"CENTRE OUEST";"CENTRE SUD";"EST";"HAUTS BASSINS";"NORD";"PLATEAU CENTRAL";"SAHEL";"SUD OUEST"
"2035-10-11";"2,19";"4,63";"1,31";"3,16";"0,25";"2,57";"3,02";"1,05";"5,00";"0,88";"1,15";"0,03";"4,35"
"2035-10-12";"3,49";"14,13";"0,41";"0,18";"0,02";"2,30";"0,83";"0,07";"13,42";"0,12";"0,23";"0,00";"10,19"
"2035-10-13";"1,89";"1,26";"2,22";"0,69";"1,23";"2,27";"1,46";"1,88";"0,51";"2,32";"1,70";"0,44";"1,76"
"2035-10-14";"6,39";"5,55";"13,25";"11,03";"8,74";"12,09";"11,76";"15,92";"5,54";"8,70";"12,41";"3,59";"7,88"
"2035-10-15";"0,04";"1,76";"0,12";"0,05";"0,01";"0,29";"0,25";"0,00";"0,12";"0,01";"0,06";"0,00";"1,04"
"2035-10-16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-10-17";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,07";"0,00";"0,00";"0,00";"0,05"
"2035-10-18";"0,00";"0,56";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,03";"0,00";"0,00";"0,00";"0,19"
"2035-10-19";"0,02";"0,01";"0,05";"0,02";"0,00";"0,13";"0,11";"0,00";"0,01";"0,00";"0,03";"0,00";"0,22"
"2035-10-20";"0,00";"0,33";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,00";"0,00";"0,00";"0,33"
"2035-10-21";"0,02";"0,79";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,11";"0,00";"0,00";"0,00";"0,25"
"2035-10-22";"0,02";"0,14";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,08";"0,00";"0,00";"0,00";"0,20"
"2035-10-23";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,19"
"2035-10-24";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-10-25";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-10-26";"0,10";"0,10";"0,18";"0,09";"0,01";"0,63";"0,49";"0,00";"0,13";"0,01";"0,09";"0,00";"0,59"
"2035-10-27";"0,25";"1,61";"0,41";"0,23";"0,01";"1,53";"1,17";"0,00";"1,17";"0,02";"0,21";"0,00";"1,48"
"2035-10-28";"0,45";"0,97";"0,46";"0,61";"0,01";"1,93";"1,39";"1,00";"1,04";"0,03";"0,23";"0,00";"2,70"
"2035-10-29";"0,06";"0,01";"0,09";"0,36";"0,00";"0,38";"0,28";"0,83";"0,05";"0,00";"0,04";"0,00";"0,41"
"2035-10-30";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,39"
"2035-10-31";"0,93";"11,93";"0,03";"0,45";"0,00";"0,44";"0,24";"0,08";"6,78";"0,00";"0,04";"0,00";"7,57"
"2035-11-01";"0,00";"1,31";"0,17";"3,24";"0,00";"0,17";"1,75";"0,55";"0,05";"0,00";"0,25";"0,00";"0,74"
"2035-11-02";"0,19";"0,74";"0,28";"3,69";"0,00";"1,38";"2,70";"0,57";"0,21";"0,00";"0,25";"0,00";"2,42"
"2035-11-03";"0,00";"0,33";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,07"
"2035-11-04";"0,00";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-11-05";"0,30";"2,81";"0,00";"0,00";"0,00";"0,14";"0,00";"0,00";"1,90";"0,00";"0,00";"0,00";"2,40"
"2035-11-06";"0,77";"8,26";"0,00";"0,02";"0,00";"0,55";"0,09";"0,00";"5,28";"0,00";"0,00";"0,00";"7,26"
"2035-11-07";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,28"
"2035-11-08";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,07"
"2035-11-09";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,04"
"2035-11-10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-11-11";"0,01";"2,96";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"1,16";"0,00";"0,00";"0,00";"0,10"
"2035-11-12";"0,01";"5,31";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"1,63";"0,00";"0,00";"0,00";"0,63"
"2035-11-13";"0,00";"0,23";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,21"
"2035-11-14";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,08"
"2035-11-15";"0,00";"1,32";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,04";"0,00";"0,00";"0,00";"0,52"
"2035-11-16";"0,00";"2,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,06";"0,00";"0,00";"0,00";"0,79"
"2035-11-17";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-11-18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-11-19";"0,00";"0,35";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,27"
"2035-11-20";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-11-21";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-11-22";"0,00";"0,11";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,24"
"2035-11-23";"0,00";"0,65";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,00";"0,00";"0,00";"0,76"
"2035-11-24";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-11-25";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-11-26";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-11-27";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-11-28";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-11-29";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-11-30";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-03";"0,00";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-04";"0,00";"0,11";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-05";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-06";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-07";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-08";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-09";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-11";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-12";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-14";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-17";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-19";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-20";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-21";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-22";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-23";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-24";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-25";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-26";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-27";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-28";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-29";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-30";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2035-12-31";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-04";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-05";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-06";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-07";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-08";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-09";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-11";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-12";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-14";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-17";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-19";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-20";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-21";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-22";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-23";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-24";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-25";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-26";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-27";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-28";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-29";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-30";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-01-31";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-02-01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-02-02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-02-03";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02"
"2036-02-04";"0,00";"0,15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,15"
"2036-02-05";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-02-06";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-02-07";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-02-08";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-02-09";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,03"
"2036-02-10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01"
"2036-02-11";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-02-12";"0,00";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01"
"2036-02-13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01"
"2036-02-14";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,09"
"2036-02-15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,19"
"2036-02-16";"0,00";"0,08";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-02-17";"0,00";"0,10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-02-18";"0,00";"0,12";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,27"
"2036-02-19";"0,00";"0,19";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,16"
"2036-02-20";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-02-21";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-02-22";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-02-23";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-02-24";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-02-25";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-02-26";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,07"
"2036-02-27";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,08"
"2036-02-28";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-03-01";"0,00";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-03-02";"0,00";"0,04";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,06"
"2036-03-03";"0,00";"0,40";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,07"
"2036-03-04";"0,00";"0,35";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00"
"2036-03-05";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-03-06";"0,00";"0,06";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,04"
"2036-03-07";"0,00";"0,14";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,10"
"2036-03-08";"0,00";"0,79";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,03";"0,00";"0,00";"0,00";"0,57"
"2036-03-09";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02"
"2036-03-10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,09"
"2036-03-11";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,62"
"2036-03-12";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,71"
"2036-03-13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-03-14";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-03-15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-03-16";"0,00";"0,35";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,18";"0,00";"0,00";"0,00";"0,00"
"2036-03-17";"0,00";"0,11";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,08"
"2036-03-18";"0,00";"0,65";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,16";"0,00";"0,00";"0,00";"0,27"
"2036-03-19";"0,13";"2,00";"0,23";"0,16";"0,01";"0,95";"0,89";"0,00";"1,18";"0,01";"0,11";"0,00";"0,86"
"2036-03-20";"0,22";"2,17";"0,43";"0,29";"0,01";"1,74";"1,62";"0,00";"1,34";"0,02";"0,22";"0,00";"1,58"
"2036-03-21";"0,22";"1,14";"0,50";"0,32";"0,01";"1,93";"1,79";"0,00";"0,24";"0,02";"0,25";"0,00";"2,06"
"2036-03-22";"0,02";"0,08";"0,07";"0,23";"0,00";"0,21";"0,31";"0,04";"0,02";"0,00";"0,06";"0,00";"0,23"
"2036-03-23";"0,09";"0,51";"0,42";"4,83";"0,07";"0,30";"2,88";"1,00";"0,43";"0,00";"0,69";"0,00";"0,44"
"2036-03-24";"0,76";"4,09";"0,24";"1,30";"0,02";"0,90";"1,15";"0,26";"3,46";"0,01";"0,25";"0,00";"5,63"
"2036-03-25";"0,00";"2,79";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,12";"0,00";"0,00";"0,00";"1,43"
"2036-03-26";"0,01";"0,57";"0,00";"0,62";"0,00";"0,00";"0,00";"1,99";"0,34";"0,00";"0,00";"0,00";"0,00"
"2036-03-27";"0,02";"0,18";"0,53";"5,08";"0,09";"0,43";"2,99";"1,70";"0,13";"0,00";"0,79";"0,00";"0,14"
"2036-03-28";"0,28";"0,04";"0,77";"0,73";"0,03";"2,31";"2,25";"0,08";"0,24";"0,04";"0,43";"0,00";"1,76"
"2036-03-29";"0,21";"0,31";"0,47";"0,83";"0,03";"1,32";"1,45";"0,46";"0,36";"0,02";"0,30";"0,00";"1,46"
"2036-03-30";"0,28";"2,28";"0,66";"6,42";"0,12";"0,47";"3,68";"1,60";"1,27";"0,01";"1,05";"0,00";"2,21"
"2036-03-31";"0,21";"0,85";"1,81";"12,23";"0,26";"2,28";"8,23";"3,50";"0,22";"0,04";"2,25";"0,00";"3,67"
"2036-04-01";"0,00";"0,96";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,05";"0,00";"0,00";"0,00";"0,79"
"2036-04-02";"0,00";"0,25";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,18"
"2036-04-03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-04-04";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-04-05";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-04-06";"0,16";"0,68";"0,35";"0,64";"0,54";"0,10";"0,27";"0,57";"0,67";"0,02";"0,58";"0,25";"0,70"
"2036-04-07";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2036-04-08";"11,99";"0,61";"0,00";"0,00";"0,00";"1,85";"0,01";"0,00";"4,24";"1,75";"0,01";"0,00";"0,24"
"2036-04-09";"4,89";"1,93";"0,63";"0,46";"0,38";"1,35";"0,44";"4,79";"2,90";"1,03";"0,53";"0,65";"1,97"
"2036-04-10";"0,02";"0,37";"0,08";"0,20";"0,12";"0,01";"0,06";"1,48";"0,09";"0,00";"0,13";"0,22";"0,21"
"2036-04-11";"0,01";"0,96";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,12";"0,00";"0,00";"0,00";"1,40"
"2036-04-12";"0,03";"5,83";"0,09";"0,07";"0,00";"0,24";"0,20";"0,15";"0,37";"0,01";"0,05";"0,00";"4,33"
"2036-04-13";"0,00";"1,36";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,07";"0,00";"0,00";"0,00";"0,94"
"2036-04-14";"0,00";"0,00";"0,00";"0,08";"0,00";"0,00";"0,01";"0,36";"0,00";"0,00";"0,00";"0,00";"0,12"
"2036-04-15";"0,07";"1,70";"0,16";"0,82";"0,02";"0,23";"0,56";"0,43";"0,29";"0,01";"0,17";"0,00";"1,65"
